game_id,competition_id,season,home_team_id,away_team_id,home_win,draw,away_win,home_win_prob,draw_prob,away_win_prob,row_ix
3421,1,2009,20,30,1.66,3.51,5.33,0.5604190194322209,0.2650414735776315,0.17453950699014756,0
3422,1,2009,22,16,3.37,3.24,2.12,0.27550136370928924,0.28655543077169904,0.43794320551901167,1
3423,1,2009,21,8,2.24,3.2,3.15,0.4147465437788018,0.2903225806451613,0.29493087557603687,2
3424,1,2009,2,34,1.17,6.26,16.39,0.7947319133180843,0.14853615632302852,0.05673193035888704,3
3425,1,2009,15,11,3.07,3.21,2.28,0.3027662980751331,0.2895615374114201,0.4076721645134468,4
3426,1,2009,26,23,2.53,3.18,2.73,0.36733139542263804,0.2922479340941113,0.34042067048325053,5
3427,1,2009,35,36,1.91,3.29,4.02,0.486459049797888,0.2824123966911751,0.2311285535109369,6
3428,1,2009,27,19,2.57,3.19,2.68,0.36171626098472187,0.2914140409814217,0.3468696980338564,7
3429,1,2009,10,24,1.19,5.91,14.99,0.7807986645737468,0.15721665158083903,0.06198468384541419,8
3430,1,2009,9,7,3.13,3.22,2.23,0.2962403719610051,0.2879603615645795,0.4157992664744153,9
3431,1,2009,8,2,6.88,3.8,1.51,0.1357438231592494,0.24576776403569364,0.618488412805057,10
3432,1,2009,30,27,1.69,3.51,5.2,0.5535622757560226,0.2665299846232701,0.1799077396207073,11
3433,1,2009,24,26,2.04,3.27,3.64,0.4578140865872797,0.28560878796270656,0.2565771254500139,12
3434,1,2009,36,10,9.79,4.78,1.32,0.09555859127711326,0.1957151900842968,0.70872621863859,13
3435,1,2009,34,9,3.8,3.35,1.96,0.24551301226443317,0.27849237212084954,0.4759946156147174,14
3436,1,2009,7,35,1.25,5.25,12.84,0.7488127968007999,0.17828876114304756,0.07289844205615263,15
3437,1,2009,11,26,1.18,6.41,15.98,0.7949570049358955,0.14634153913016484,0.05870145593393972,16
3438,1,2009,24,35,2.23,3.21,3.24,0.41964339752823404,0.2915279677532591,0.2888286347185067,17
3439,1,2009,34,21,2.46,3.22,2.84,0.38020322296319703,0.290465816301076,0.32933096073572704,18
3440,1,2009,16,27,1.32,4.73,10.25,0.7103028154260205,0.19822404151423825,0.09147314305974118,19
3441,1,2009,8,22,2.07,3.22,3.6,0.4508856682769726,0.289855072463768,0.25925925925925924,20
3442,1,2009,30,10,6.48,3.83,1.53,0.14435846839456354,0.24424095958140252,0.6114005720240339,21
3443,1,2009,36,15,3.34,3.25,2.17,0.28035841353511987,0.28812218498686165,0.4315194014780186,22
3444,1,2009,23,2,6.35,3.7,1.56,0.1473463865417507,0.25287825798381536,0.5997753554744338,23
