game_id,competition_id,season,home_team_id,away_team_id,home_win,draw,away_win,home_win_prob,draw_prob,away_win_prob,row_ix
3801,1,2010,20,19,1.96,3.3,4.03,0.48070180511678684,0.28550773879663705,0.2337904560865762,0
3802,1,2010,22,15,2.92,3.25,2.44,0.3230826896124637,0.2902773703595059,0.38663994002803037,1
3803,1,2010,21,23,2.2,3.26,3.32,0.42780799392866176,0.2887047811788515,0.28348722489248673,2
3804,1,2010,2,25,1.16,6.9,17.47,0.810034392341488,0.1361796949443661,0.05378591271414574,3
3805,1,2010,8,24,2.18,3.25,3.39,0.4321825463760214,0.2898947541845313,0.2779226994394474,4
3806,1,2010,9,16,2.39,3.28,2.95,0.39388252726362366,0.28700586590245747,0.3191116068339188,5
3807,1,2010,30,37,1.82,3.45,4.5,0.5176035207041408,0.27305461092218447,0.20934186837367474,6
3808,1,2010,27,35,2.33,3.22,3.11,0.40440009530309207,0.29262491368205107,0.30297499101485675,7
3809,1,2010,7,11,2.47,3.24,2.89,0.3821144515133832,0.29130330099940016,0.32658224748721676,8
3810,1,2010,10,17,1.23,5.63,13.11,0.7620243755129853,0.16648134669289022,0.07149427779412448,9
3811,1,2010,11,37,1.16,6.86,17.04,0.8082954866047474,0.13667970327427212,0.055024810120980455,10
3812,1,2010,24,22,2.25,3.22,3.27,0.41896553782244883,0.2927554223914627,0.28827903978608865,11
3813,1,2010,15,27,1.48,4.0,7.3,0.6358331155822664,0.23525825276543857,0.1289086316522951,12
3814,1,2010,35,9,3.27,3.23,2.24,0.28800140115675044,0.2915679819760291,0.4204306168672205,13
3815,1,2010,25,8,2.46,3.24,2.87,0.38220424671385234,0.2901921132457027,0.32760364004044484,14
3816,1,2010,19,21,2.22,3.27,3.26,0.42375023850410226,0.2876836481587483,0.28856611333714943,15
3817,1,2010,30,2,13.11,5.55,1.24,0.07176307548887421,0.1695160215602056,0.7587209029509202,16
3818,1,2010,23,10,6.1,3.81,1.57,0.15416871779936447,0.24683180540055724,0.5989994768000784,17
3819,1,2010,17,20,3.04,3.25,2.34,0.3091639361589684,0.28918718951485045,0.4016488743261812,18
3820,1,2010,16,7,2.33,3.22,3.11,0.40440009530309207,0.29262491368205107,0.30297499101485675,19
3821,1,2010,22,11,5.66,3.76,1.61,0.1660895856540038,0.2500178337238462,0.58389258062215,20
3822,1,2010,37,23,3.07,3.31,2.29,0.3059878329881842,0.28380140401018894,0.41021076300162684,21
3823,1,2010,2,35,1.11,8.3,23.36,0.8465593680495097,0.11321456608854888,0.0402260658619416,22
3824,1,2010,10,19,1.14,7.43,20.05,0.8262483312414344,0.1267729606480801,0.04697870811048554,23
3825,1,2010,9,30,1.24,5.65,12.39,0.757834261273033,0.16632114760682493,0.07584459112014212,24
3826,1,2010,27,17,2.4,3.24,2.97,0.3923381770145311,0.2906208718626156,0.31704095112285335,25
3827,1,2010,20,15,2.52,3.22,2.8,0.3727714748784441,0.29173419773095627,0.3354943273905997,26
3828,1,2010,21,24,2.09,3.27,3.52,0.44784934731435916,0.2862401027177402,0.26591054996790076,27
3829,1,2010,7,25,1.22,5.79,13.58,0.7689077602494044,0.16201510665013358,0.06907713310046196,28
3830,1,2010,8,16,4.31,3.47,1.84,0.21812790177275043,0.2709311978791223,0.5109409003481273,29
3831,1,2010,11,21,1.24,5.56,12.9,0.7580664254067034,0.16906517401156695,0.07286840058172962,30
3832,1,2010,15,10,4.21,3.39,1.89,0.22374362251579308,0.27786449875855124,0.4983918787256555,31
3833,1,2010,23,27,1.83,3.41,4.54,0.5155328522572503,0.27666425795623695,0.2078028897865128,32
3834,1,2010,16,22,1.34,4.7,9.71,0.7026871389330278,0.2003405885468633,0.09697227252010888,33
3835,1,2010,17,37,1.56,3.89,6.03,0.6025059141732101,0.24162190902576036,0.1558721768010295,34
3836,1,2010,25,9,3.61,3.33,2.07,0.26122991916504656,0.2831951976533988,0.45557488318155465,35
3837,1,2010,19,2,9.84,4.92,1.32,0.09565217391304347,0.19130434782608693,0.7130434782608696,36
3838,1,2010,30,8,2.46,3.25,2.87,0.382545821422566,0.2895577602152346,0.3278964183621994,37
3839,1,2010,24,7,3.12,3.22,2.32,0.3017709410548087,0.2923991726990693,0.40582988624612204,38
3840,1,2010,35,20,2.47,3.22,2.86,0.3801244902339557,0.2915861772912642,0.32828933247478,39
3841,1,2010,20,21,1.78,3.49,4.71,0.5296756127976181,0.2701497394784413,0.20017464772394059,40
3842,1,2010,22,23,2.02,3.28,3.82,0.4662766638384019,0.28715818931511333,0.24656514684648476,41
3843,1,2010,15,17,1.6,3.69,5.99,0.5879875821670556,0.25495396516728697,0.15705845266565757,42
3844,1,2010,35,19,1.92,3.37,4.14,0.4917627154488739,0.28017341651686584,0.22806386803426038,43
3845,1,2010,8,11,5.42,3.62,1.66,0.17354188085529126,0.2598334238220107,0.566624695322698,44
3846,1,2010,9,27,1.43,4.23,7.92,0.6584938704028022,0.22261140299669194,0.11889472660050594,45
3847,1,2010,25,24,2.28,3.23,3.19,0.41311800106650415,0.2916127066351794,0.29526929229831644,46
3848,1,2010,2,37,1.1,9.14,24.78,0.8585601581797202,0.10332780897130112,0.0381120328489787,47
3849,1,2010,10,7,1.7,3.57,5.22,0.5549817739975699,0.264277035236938,0.18074119076549208,48
3850,1,2010,30,16,4.89,3.53,1.74,0.19247003525264395,0.2666227967097532,0.5409071680376027,49
3851,1,2010,11,25,1.21,6.05,14.58,0.7794290601945899,0.155885812038918,0.06468512776649203,50
3852,1,2010,24,30,1.81,3.43,4.59,0.520282618250556,0.2745514691059785,0.20516591264346545,51
3853,1,2010,37,22,3.12,3.29,2.28,0.30150002411614335,0.28592099551439737,0.4125789803694594,52
3854,1,2010,23,15,2.68,3.21,2.66,0.35181415892740886,0.2937264629051264,0.3544593781674646,53
3855,1,2010,7,8,1.45,4.09,7.86,0.6497719045414948,0.23035923266141015,0.11986886279709509,54
3856,1,2010,16,2,3.41,3.29,2.15,0.2760508743789977,0.2861195992803594,0.437829526340643,55
3857,1,2010,19,9,3.58,3.34,2.07,0.26306617557530737,0.2819691342992816,0.4549646901254109,56
3858,1,2010,21,10,7.11,4.01,1.49,0.13254022302622676,0.23500273958016765,0.6324570373936056,57
3859,1,2010,17,35,1.94,3.38,3.98,0.4851068126415394,0.27843408772916756,0.236459099629293,58
3860,1,2010,27,20,2.83,3.25,2.5,0.33302592478737575,0.2899887283533149,0.3769853468593094,59
3861,1,2010,24,15,2.72,3.18,2.63,0.3460726788211829,0.2960118510671753,0.3579154701116417,60
3862,1,2010,35,22,2.26,3.23,3.21,0.4160183286722546,0.29108403182640724,0.29289763950133807,61
3863,1,2010,8,10,4.93,3.45,1.75,0.1906167616461711,0.27238858983061554,0.5369946485232134,62
3864,1,2010,9,20,1.96,3.39,3.88,0.4800017516713864,0.27752313665956263,0.2424751116690509,63
3865,1,2010,25,21,2.13,3.29,3.44,0.4411889679368482,0.28563297924178926,0.2731780528213624,64
3866,1,2010,19,23,2.26,3.24,3.2,0.4160112990723205,0.29018072095785313,0.2938079799698263,65
3867,1,2010,30,27,2.27,3.24,3.18,0.41417235474301156,0.2901763102674803,0.29565133498950824,66
3868,1,2010,2,11,1.7,3.63,5.01,0.5532072165795165,0.2590777598306276,0.18771502358985592,67
3869,1,2010,7,37,1.32,4.9,10.2,0.7148987298317885,0.19258496395468586,0.09251630621352558,68
3870,1,2010,16,17,1.43,4.2,7.94,0.6576451145968503,0.22391250330321327,0.11844238209993649,69
3871,1,2010,11,24,1.3,5.12,10.21,0.723991125170004,0.18382587162519634,0.09218300320479973,70
3872,1,2010,20,2,4.64,3.47,1.78,0.20226875290634846,0.2704688799669904,0.5272623671266612,71
3873,1,2010,21,35,2.18,3.23,3.38,0.43105436052939133,0.29092833001674095,0.2780173094538678,72
3874,1,2010,23,9,2.84,3.21,2.5,0.33104523666124896,0.29288737449157226,0.37606738884717883,73
3875,1,2010,10,25,1.26,5.56,11.54,0.7486127380746811,0.16964964927591697,0.08173761264940194,74
3876,1,2010,17,30,1.82,3.44,4.46,0.5162245461030134,0.27311880055450133,0.21065665334248532,75
3877,1,2010,27,19,2.24,3.24,3.25,0.4200641465477349,0.2904147186009031,0.28952113485136194,76
3878,1,2010,37,16,5.66,3.81,1.61,0.16663633177855713,0.24754898631670166,0.5858146819047412,77
3879,1,2010,15,7,2.42,3.21,2.95,0.3884652147337417,0.2928616260609516,0.3186731592053067,78
3880,1,2010,22,8,2.08,3.26,3.58,0.4506448374391845,0.2875279944397251,0.26182716812109047,79
3881,1,2010,24,37,1.85,3.48,4.31,0.5099845972329422,0.27111250140256987,0.218902901364488,80
3882,1,2010,2,27,1.13,7.96,20.7,0.8357366535840834,0.11864100735552942,0.04562233906038716,81
3883,1,2010,8,20,2.4,3.22,2.99,0.3924620288768048,0.29251828239264954,0.31501968873054564,82
3884,1,2010,9,15,2.04,3.31,3.71,0.4616422752613633,0.284516689284949,0.25384103545368764,83
3885,1,2010,25,23,2.12,3.26,3.51,0.44359759643341734,0.28847451056406287,0.2679278930025199,84
3886,1,2010,19,17,2.3,3.27,3.1,0.4089478780054866,0.2876391802485073,0.30341294174600614,85
3887,1,2010,30,21,2.4,3.23,2.96,0.3915664624357,0.2909472166704891,0.31748632089381074,86
3888,1,2010,7,22,1.66,3.64,5.43,0.5676164657365873,0.25885805855020183,0.17352547571321084,87
3889,1,2010,16,11,2.43,3.24,2.93,0.3876943433675157,0.2907707575256368,0.3215348991068475,88
3890,1,2010,35,10,5.27,3.59,1.69,0.17900904914627633,0.26277930055734716,0.5582116502963764,89
3891,1,2010,11,19,1.18,6.77,16.36,0.8022942312456446,0.13983858092612417,0.05786718782823109,90
3892,1,2010,22,2,7.7,4.22,1.44,0.12237106011421942,0.22328368788613498,0.6543452519996455,91
3893,1,2010,15,35,1.56,3.77,6.46,0.6041277007416962,0.2499838761689778,0.14588842308932606,92
3894,1,2010,23,30,1.87,3.38,4.32,0.5034930311786653,0.27855975393612553,0.2179472148852093,93
3895,1,2010,10,9,1.59,3.87,5.74,0.5924675345458037,0.24341689403819844,0.1641155714159979,94
3896,1,2010,27,16,5.07,3.49,1.74,0.18634066409522318,0.2707011939721437,0.542958141932633,95
3897,1,2010,20,24,1.82,3.4,4.67,0.5194762705542868,0.2780725918849418,0.20245113756077135,96
3898,1,2010,21,7,3.21,3.27,2.27,0.2944859023339403,0.2890824912819414,0.41643160638411825,97
3899,1,2010,17,8,2.16,3.26,3.43,0.43624035392982263,0.28904268849337944,0.2747169575767979,98
3900,1,2010,37,25,2.79,3.25,2.54,0.3381935425722374,0.29032614885432073,0.37148030857344183,99
3901,1,2010,24,19,1.95,3.32,4.02,0.4825267359378728,0.283411787674353,0.23406147638777414,100
3902,1,2010,22,30,1.79,3.53,4.57,0.5266575473946413,0.2670586430131468,0.20628380959221185,101
3903,1,2010,37,15,4.52,3.51,1.8,0.2083828069342199,0.268344811208739,0.5232723818570411,102
3904,1,2010,21,9,2.97,3.26,2.39,0.31708577684265354,0.28887875988425804,0.39403546327308836,103
3905,1,2010,23,20,2.16,3.26,3.44,0.43658901208421574,0.2892737012582534,0.2741372866575309,104
3906,1,2010,10,27,1.22,5.92,14.22,0.7740682573018541,0.15952082329531453,0.06641091940283136,105
3907,1,2010,8,35,2.07,3.25,3.7,0.45529409537512067,0.2899873161312307,0.25471858849364853,106
3908,1,2010,11,17,1.27,5.44,11.19,0.7424180150426191,0.1733218527764938,0.08426013218088707,107
3909,1,2010,7,2,3.73,3.29,2.04,0.25238695120804744,0.28614082918116013,0.46147221961079254,108
3910,1,2010,25,16,3.64,3.32,2.05,0.25826477641844503,0.2831577669166085,0.4585774566649464,109
3911,1,2010,35,24,2.08,3.23,3.69,0.45297066391003443,0.2916962789265857,0.2553330571633799,110
3912,1,2010,9,8,1.54,3.89,6.43,0.6114752294923667,0.24207502658566699,0.1464497439219665,111
3913,1,2010,20,37,1.62,3.68,5.7,0.579902464917228,0.2552831503168232,0.164814384765949,112
3914,1,2010,2,23,1.2,6.12,14.78,0.7829202933172686,0.15351378300338603,0.06356592367934522,113
3915,1,2010,15,21,1.63,3.63,5.68,0.5760343300636703,0.2586600435272129,0.1653056264091167,114
3916,1,2010,16,10,2.57,3.22,2.75,0.3659408461064803,0.2920707995321908,0.3419883543613289,115
3917,1,2010,17,22,1.94,3.37,3.96,0.48412865403730765,0.2786972073686578,0.23717413859403455,116
3918,1,2010,19,25,2.29,3.27,3.1,0.41000149650344,0.2871264302730512,0.30287207322350884,117
3919,1,2010,30,7,4.62,3.58,1.76,0.203437988350618,0.2625372922290098,0.5340247194203722,118
3920,1,2010,27,11,5.71,3.63,1.63,0.16458005924648483,0.2588848865833136,0.5765350541702015,119
3921,1,2010,20,10,4.75,3.49,1.77,0.19822991242623297,0.2697971587463056,0.5319729288274614,120
3922,1,2010,16,24,1.42,4.28,8.15,0.6640067310584286,0.2203012986221889,0.11569197031938262,121
3923,1,2010,17,23,1.95,3.33,4.01,0.4826557942334176,0.2826362759024517,0.23470792986413072,122
3924,1,2010,35,7,3.7,3.25,2.06,0.2541568597676714,0.2893478095816567,0.456495330650672,123
3925,1,2010,9,22,1.61,3.7,5.96,0.5864176191210649,0.25517090994186875,0.1584114709370662,124
3926,1,2010,19,37,1.87,3.54,4.06,0.502805726200305,0.2656064146877317,0.23158785911196317,125
3927,1,2010,30,25,2.46,3.26,2.87,0.38288590604026845,0.2889261744966443,0.32818791946308723,126
3928,1,2010,27,21,2.34,3.23,3.08,0.4025443274607709,0.2916265406372148,0.3058291319020142,127
3929,1,2010,2,8,1.22,5.92,13.97,0.7731494032806012,0.159331464865259,0.06751913185413982,128
3930,1,2010,15,11,3.25,3.29,2.22,0.28970342663805515,0.2861811965269542,0.4241153768349906,129
3931,1,2010,11,9,1.64,3.79,5.36,0.5751463743332464,0.24887600366926763,0.17597762199748584,130
3932,1,2010,24,2,5.17,3.51,1.72,0.18252343823220854,0.2688450642907459,0.5486314974770454,131
3933,1,2010,37,27,2.5,3.29,2.8,0.37696934975651675,0.28645087367516464,0.3365797765683185,132
3934,1,2010,21,17,2.13,3.31,3.45,0.44230255284042713,0.28462369714504826,0.2730737500145246,133
3935,1,2010,7,19,1.53,3.85,6.75,0.6157372854248854,0.2446955965454739,0.13956711802964067,134
3936,1,2010,10,30,1.21,6.09,14.5,0.7799492840859609,0.15496529289721062,0.06508542301682846,135
3937,1,2010,25,35,2.2,3.21,3.38,0.4280371472080417,0.2933587924790317,0.27860406031292656,136
3938,1,2010,22,20,2.29,3.24,3.16,0.41127321807314104,0.2906838485763867,0.2980429333504724,137
3939,1,2010,23,16,3.11,3.2,2.34,0.3029444844522482,0.2944241708270287,0.40263134472072304,138
3940,1,2010,8,15,2.54,3.21,2.81,0.3710311012755595,0.29358847266041155,0.3353804260640289,139
3941,1,2010,20,11,3.35,3.3,2.17,0.2809833042318181,0.2852406270232093,0.43377606874497265,140
3942,1,2010,21,37,1.57,3.96,5.82,0.600159367529647,0.23794197147008736,0.16189866100026562,141
3943,1,2010,15,25,1.55,3.87,6.3,0.6073310167021634,0.24324627283936776,0.14942271045846878,142
3944,1,2010,23,24,2.06,3.23,3.75,0.4572255797186246,0.29160516848927764,0.2511692517920978,143
3945,1,2010,10,22,1.26,5.44,12.14,0.7488355005646745,0.1734435166749062,0.07772098276041926,144
3946,1,2010,35,16,3.42,3.26,2.16,0.2752990851513019,0.2888106966924701,0.43589021815622797,145
3947,1,2010,19,30,2.01,3.35,3.79,0.46940797621996533,0.28164478573197915,0.24894723804805546,146
