team_id,name
1,Charlton
2,Chelsea
4,Derby
6,Leicester
7,Liverpool
8,Sunderland
9,Tottenham
10,Man United
11,Arsenal
14,Middlesbrough
15,Everton
16,Man City
17,Newcastle
18,Southampton
19,West Ham
20,Aston Villa
21,Bolton
22,Blackburn
23,Fulham
24,Birmingham
25,West Brom
26,Portsmouth
27,Wolves
28,Norwich
29,Crystal Palace
30,Wigan
31,Reading
32,Sheffield United
33,Watford
34,Hull
35,Stoke
36,Burnley
37,Blackpool
38,QPR
39,Swansea
40,Cardiff
